tahun,bulan,kuartal,wilayah_enc,komoditas_enc,harga_lag1,harga_lag2,harga_lag3,harga_rolling3
-0.6666666666666666,-1.2,-2.0,-1.0,-0.8,-0.4050632911392405,-0.4059196617336152,-0.40638297872340423,-0.4092812281926029
-0.6666666666666666,-1.0,-2.0,-1.0,-0.8,-0.4050632911392405,-0.39957716701902746,-0.40638297872340423,-0.40718771807397064
-0.6666666666666666,-0.8,-2.0,-1.0,-0.8,-0.3987341772151899,-0.39957716701902746,-0.4,-0.40300069783670617
-0.6666666666666666,-0.6,-1.0,-1.0,-0.8,-0.40717299578059074,-0.39323467230443976,-0.4,-0.4036985345429169
-0.6666666666666666,-0.4,-1.0,-1.0,-0.8,-0.4029535864978903,-0.40169133192389006,-0.39361702127659576,-0.40300069783670617
-0.6666666666666666,-0.2,-1.0,-1.0,-0.8,-0.4029535864978903,-0.3974630021141649,-0.4021276595744681,-0.4043963712491277
-0.6666666666666666,0.0,0.0,-1.0,-0.8,-0.4029535864978903,-0.3974630021141649,-0.39787234042553193,-0.40300069783670617
-0.6666666666666666,0.2,0.0,-1.0,-0.8,-0.4050632911392405,-0.3974630021141649,-0.39787234042553193,-0.4036985345429169
-0.6666666666666666,0.4,0.0,-1.0,-0.8,-0.3987341772151899,-0.39957716701902746,-0.39787234042553193,-0.40230286113049546
-0.6666666666666666,0.6,1.0,-1.0,-0.8,-0.41561181434599154,-0.39323467230443976,-0.4,-0.40648988136775993
-0.6666666666666666,0.8,1.0,-1.0,-0.8,-0.41139240506329117,-0.41014799154334036,-0.39361702127659576,-0.40858339148639217
-0.6666666666666666,1.0,1.0,-1.0,-0.8,-0.41350210970464135,-0.4059196617336152,-0.4106382978723404,-0.41346824842986735
-0.3333333333333333,-1.2,-2.0,-1.0,-0.8,-0.41350210970464135,-0.4080338266384778,-0.40638297872340423,-0.41277041172365664
-0.3333333333333333,-1.0,-2.0,-1.0,-0.8,-0.41350210970464135,-0.4080338266384778,-0.4085106382978723,-0.41346824842986735
-0.3333333333333333,-0.8,-2.0,-1.0,-0.8,-0.41350210970464135,-0.4080338266384778,-0.4085106382978723,-0.41346824842986735
-0.3333333333333333,-0.6,-1.0,-1.0,-0.8,-0.4177215189873418,-0.4080338266384778,-0.4085106382978723,-0.4148639218422889
-0.3333333333333333,-0.4,-1.0,-1.0,-0.8,-0.41561181434599154,-0.41226215644820297,-0.4085106382978723,-0.4155617585484996
-0.3333333333333333,-0.2,-1.0,-1.0,-0.8,-0.4177215189873418,-0.41014799154334036,-0.4127659574468085,-0.4169574319609211
-0.3333333333333333,0.0,0.0,-1.0,-0.8,-0.4177215189873418,-0.41226215644820297,-0.4106382978723404,-0.4169574319609211
-0.3333333333333333,0.2,0.0,-1.0,-0.8,-0.4177215189873418,-0.41226215644820297,-0.4127659574468085,-0.4176552686671319
-0.3333333333333333,0.4,0.0,-1.0,-0.8,-0.41983122362869196,-0.41226215644820297,-0.4127659574468085,-0.4183531053733426
-0.3333333333333333,0.6,1.0,-1.0,-0.8,-0.41350210970464135,-0.4143763213530655,-0.4127659574468085,-0.4169574319609211
